資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,天候,地形,路面状態,道路形状,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,地点　緯度（北緯）_1,地点　経度（東経）_1,曜日(発生年月日),祝日(発生年月日),認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）
true,41,123,44,2,0,2,30000,0,201,2023,2,15,11,0,12,6,29,17,20,1,1,1,14,7,0,0,0,0,3,9,1,70,5,2,21,65,1,4,4,31,31,1,1,1,1,11,11,3,3,70,70,3,3,2,2,2,2,4,2,363002995,1395139478,36.500832,139.860966,4,3,9999,9999,9,1
true,41,123,45,2,0,1,99000,0,201,2023,2,19,17,42,21,6,25,17,24,2,1,1,0,7,0,0,0,0,0,0,20,70,0,4,1,45,45,3,61,31,0,1,0,1,0,11,0,10,0,80,0,3,0,2,0,2,0,4,2,362929432,1395121895,36.491509,139.856082,1,3,9999,0,9,0
true,41,123,46,2,0,1,10460,0,201,2023,2,18,8,40,12,6,26,17,23,1,1,1,7,1,0,0,0,0,4,9,1,70,1,2,21,25,75,3,4,31,31,1,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,4,363141336,1395510333,36.528149,139.919537,7,3,9999,9999,1,9
true,41,123,47,2,0,1,99000,0,201,2023,2,11,12,28,12,6,34,17,16,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,21,55,45,4,4,31,31,1,1,1,1,11,11,10,10,50,80,3,1,2,2,2,2,4,2,362934656,1395432443,36.49296,139.909012,7,1,9999,9999,9,1
true,41,123,48,2,0,1,1210,0,201,2023,1,31,7,50,12,6,43,17,5,1,3,1,7,1,0,0,0,0,5,9,1,70,1,2,21,35,35,3,4,31,31,1,1,1,1,11,11,10,10,40,50,3,3,2,2,2,2,2,4,363002354,1395607037,36.500654,139.935288,3,3,9999,9999,1,1
true,41,123,49,2,0,2,40,1046,201,2023,2,23,5,32,23,6,20,17,28,1,1,1,7,1,0,0,0,0,5,9,1,70,4,2,21,45,1,4,4,31,31,1,1,1,1,11,11,4,4,10,70,2,2,1,2,2,2,4,2,363219514,1395255103,36.538754,139.881973,5,1,9999,9999,9,1
true,41,123,50,2,0,1,21550,0,201,2023,2,20,7,0,11,6,23,17,25,1,2,1,1,7,1,21,9,22,14,9,30,70,4,4,21,35,25,4,51,31,41,1,0,1,0,11,0,10,0,50,10,3,3,2,0,2,0,4,2,363213178,1395110418,36.536994,139.852894,2,3,9999,0,5,0
true,41,123,51,2,0,1,10020,0,201,2023,2,22,1,18,22,6,21,17,27,1,1,1,1,1,9,22,9,22,17,9,30,70,5,2,21,1,25,3,3,31,31,1,1,1,1,11,11,10,4,50,10,2,2,2,2,2,2,4,2,363207534,1395130377,36.535426,139.858438,4,2,9999,9999,5,5
true,41,123,52,2,0,1,10460,0,201,2023,2,24,17,59,21,6,18,17,29,2,3,2,7,7,0,0,0,0,2,9,1,70,4,2,1,55,55,14,61,31,0,11,0,1,0,11,0,3,0,80,0,3,0,2,0,2,0,4,2,363107633,1395535144,36.518787,139.926429,6,3,9999,0,9,0
true,41,123,53,2,0,1,30000,0,201,2023,2,27,14,47,12,6,15,17,32,1,1,1,1,7,9,22,0,0,11,9,30,1,5,4,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,362915540,1395141404,36.48765,139.861501,2,3,0,0,0,0
true,41,123,54,2,0,1,30000,0,201,2023,2,28,18,0,21,6,13,17,33,1,1,1,7,7,0,0,0,0,2,9,1,70,5,4,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363158732,1395257770,36.532981,139.882714,3,3,0,0,0,0
true,41,59,6,2,0,1,41020,560,204,2023,2,20,13,15,12,6,23,17,25,1,3,1,14,7,0,0,0,0,5,9,1,70,1,4,21,35,25,3,13,31,31,1,11,1,1,11,11,8,8,20,30,2,2,2,2,2,2,2,4,361808338,1393703202,36.302316,139.617556,2,3,9999,9999,1,1
true,41,59,7,2,0,1,41010,1245,211,2023,3,3,13,47,12,6,9,17,36,1,3,1,14,7,0,0,0,0,3,9,1,70,1,4,21,35,55,12,3,31,31,11,1,2,1,11,11,10,10,60,45,3,3,2,2,2,2,4,2,364755063,1395454068,36.798629,139.915019,6,3,9999,9999,5,9
true,41,59,8,2,0,2,41010,796,203,2023,2,16,14,41,12,6,28,17,21,1,3,1,14,7,0,0,0,0,2,9,1,70,1,4,21,55,25,11,3,1,31,11,1,2,1,1,1,8,8,0,0,4,4,2,2,2,2,4,2,362740475,1394341455,36.461243,139.728182,5,3,9999,9999,9,5
true,41,59,9,2,0,3,41010,1189,211,2023,3,22,7,11,12,5,42,17,53,1,3,1,14,7,0,0,0,0,4,9,1,70,1,3,21,1,35,12,4,31,31,11,1,2,1,11,11,10,10,80,60,2,2,2,2,2,2,4,2,364524174,1395601450,36.756715,139.933736,4,3,9999,9999,1,1
true,41,59,10,2,0,1,41010,753,203,2023,3,17,16,41,12,5,50,17,49,2,3,1,14,7,0,0,0,0,4,9,1,70,1,3,21,45,25,3,4,31,31,1,1,1,1,11,11,10,8,88,66,2,2,2,1,2,2,4,2,362523734,1394310834,36.423259,139.719676,6,3,9999,9999,1,1
true,41,59,11,2,0,1,41020,548,203,2023,3,21,19,42,22,5,44,17,53,2,3,1,14,7,0,0,0,0,3,9,1,70,1,3,21,35,35,3,3,31,31,1,1,1,1,1,1,4,4,10,30,3,3,2,2,2,2,4,2,361729274,1393706719,36.291465,139.618533,3,1,9999,9999,1,1
true,41,101,56,2,0,1,10060,0,201,2023,1,30,21,15,22,6,44,17,3,2,3,1,7,1,0,0,0,0,5,9,1,70,1,2,21,25,45,3,4,31,31,1,1,1,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,363243951,1394920626,36.545542,139.822396,2,3,9999,9999,1,1
true,41,101,57,2,0,1,10100,0,201,2023,2,8,15,45,12,6,36,17,13,2,1,1,1,1,9,22,9,22,14,9,30,70,4,2,21,55,1,3,51,31,41,1,0,1,0,11,0,3,0,80,20,3,3,2,0,2,0,4,2,363413022,1395324119,36.570284,139.890033,4,3,9999,0,9,0
true,41,101,58,2,0,1,10100,0,201,2023,3,4,15,26,12,6,8,17,37,1,1,1,14,7,0,0,0,0,3,9,1,70,5,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,363335546,1395334422,36.559874,139.892895,7,3,0,0,0,0
true,41,101,59,2,0,1,10030,0,201,2023,3,1,8,14,12,6,12,17,34,1,3,1,14,7,0,0,0,0,3,9,1,70,1,2,21,45,35,12,3,1,31,11,1,2,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,363240265,1395059626,36.544518,139.849896,4,3,9999,9999,9,5
true,41,101,60,2,0,1,10060,0,201,2023,2,9,13,35,12,6,36,17,14,1,2,1,1,7,9,22,9,22,17,9,30,70,1,2,21,1,25,4,4,31,31,1,1,1,1,11,11,4,4,0,10,4,3,2,2,2,2,4,2,363259701,1395137634,36.549917,139.860454,5,3,9999,9999,1,1
true,41,101,61,2,0,1,1190,0,201,2023,2,4,20,0,22,6,40,17,9,1,1,1,14,1,0,0,0,0,3,9,1,70,4,3,21,1,45,3,3,31,31,1,1,1,1,11,11,3,3,40,20,3,3,2,2,2,2,4,2,363430360,1395215910,36.5751,139.871086,7,3,9999,9999,1,1
true,41,101,62,2,0,1,10700,0,201,2023,3,8,6,45,11,6,2,17,41,1,1,1,1,1,9,22,0,0,19,9,30,70,4,2,1,45,55,4,61,31,0,1,0,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,363439425,1395058117,36.577618,139.849477,4,3,9999,0,1,0
true,41,101,63,2,0,1,30000,0,201,2023,1,5,13,45,12,6,53,16,38,1,1,1,14,7,0,0,0,0,4,9,1,70,5,4,1,45,75,51,61,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,4,2,363337174,1395255870,36.560326,139.882186,5,3,0,0,0,0
true,41,101,64,2,0,1,20000,0,201,2023,3,9,11,29,12,6,1,17,42,1,1,1,14,7,0,0,0,0,1,9,1,70,4,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363258963,1395233276,36.549712,139.87591,5,3,0,0,0,0
true,41,101,65,2,0,1,30040,0,201,2023,3,11,2,28,22,5,58,17,44,1,1,1,1,1,9,22,0,0,18,9,30,70,4,2,1,1,45,4,61,31,0,1,0,1,0,0,0,4,0,10,0,2,0,2,0,2,0,4,2,363303475,1395232191,36.550965,139.875609,7,3,9999,0,1,0
true,41,101,66,2,0,3,10060,0,201,2023,3,11,8,57,12,5,58,17,44,1,2,1,14,7,0,0,0,0,4,9,1,70,1,2,21,55,45,4,4,31,31,1,1,1,1,11,11,3,3,10,30,3,3,1,1,2,2,4,2,363258945,1395114969,36.549707,139.854158,7,3,9999,9999,9,9
true,41,101,67,2,0,1,30000,0,201,2023,3,10,19,13,22,6,0,17,43,1,2,1,14,7,0,0,0,0,1,7,1,70,5,4,41,65,0,52,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,363512138,1395012872,36.586705,139.836909,6,3,0,0,0,0
true,41,101,68,2,0,1,30000,0,201,2023,3,13,10,28,12,5,55,17,45,3,1,2,14,7,0,0,0,0,2,9,1,70,4,2,1,75,75,14,61,31,0,11,0,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,363512638,1395204793,36.586844,139.867998,2,3,9999,0,9,0
true,41,101,70,2,0,1,10060,0,201,2023,3,3,16,55,13,6,9,17,36,1,1,1,1,1,9,22,9,22,15,9,30,70,4,2,21,75,75,13,51,31,41,11,0,1,0,11,0,3,0,10,10,3,3,2,0,2,0,4,2,363301577,1395206794,36.550438,139.868554,6,3,890,0,9,0
true,41,101,71,2,0,1,30000,0,201,2023,3,16,7,45,12,5,51,17,48,1,1,1,1,7,1,21,9,22,11,9,30,70,4,2,21,55,1,3,51,31,41,1,0,1,0,11,0,10,0,50,10,3,3,2,0,2,0,4,2,363516310,1395315886,36.587864,139.887746,5,3,9999,0,9,0
true,41,101,72,2,0,1,10700,0,201,2023,3,16,9,15,12,5,51,17,48,1,1,1,14,7,0,0,0,0,5,9,1,70,1,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,363344903,1395220521,36.562473,139.872367,5,3,0,0,0,0
true,41,101,73,2,0,1,10700,0,201,2023,3,16,15,20,12,5,51,17,48,1,1,1,1,2,9,22,0,0,11,9,30,70,4,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,363444922,1395032852,36.579145,139.842459,5,3,0,0,0,0
true,41,101,74,2,0,1,1190,0,201,2023,1,14,8,32,12,6,52,16,47,2,3,1,7,1,0,0,0,0,2,9,1,70,1,2,21,1,65,3,4,31,31,1,1,1,1,11,11,10,10,10,30,2,2,1,1,2,2,4,2,363545416,1395253465,36.595949,139.881518,7,3,9999,9999,1,9
true,41,101,75,2,0,1,30000,0,201,2023,3,17,18,37,21,5,50,17,49,2,2,1,1,7,9,22,0,0,14,9,30,70,4,2,1,65,65,3,61,31,0,1,0,1,0,11,0,2,0,80,0,3,0,2,0,2,0,4,2,363236974,1395225680,36.543604,139.8738,6,3,9999,0,9,0
true,41,101,76,2,0,1,10060,0,201,2023,3,9,20,30,22,6,1,17,42,2,1,1,0,7,0,0,0,0,0,0,20,70,0,4,21,55,65,3,51,31,41,1,0,1,0,11,0,10,0,80,10,3,3,2,0,2,0,4,2,363259971,1395144078,36.549992,139.862244,5,3,9999,0,9,0
true,41,101,77,2,0,1,99000,0,201,2023,3,19,15,58,12,5,47,17,51,1,2,1,0,7,0,0,0,0,0,0,20,70,0,4,1,75,65,14,61,31,0,11,0,1,0,11,0,10,0,50,0,3,0,2,0,2,0,4,2,363247404,1395228888,36.546501,139.874691,1,3,1082,0,9,0
true,41,101,78,2,0,1,30000,0,201,2023,3,23,10,25,12,5,41,17,54,2,2,1,14,7,0,0,0,0,2,8,1,70,5,4,1,55,65,17,61,31,0,11,0,2,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,363324772,1395036128,36.556881,139.843369,5,3,9999,0,9,0
true,41,101,79,2,0,2,1190,0,201,2023,3,22,7,56,12,5,42,17,53,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,35,35,4,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,363829324,1395052868,36.641479,139.848019,4,3,9999,9999,1,1
true,41,101,80,2,0,1,10350,0,201,2022,12,16,13,38,12,6,45,16,26,1,1,1,1,7,9,22,1,21,14,9,30,70,4,2,21,75,35,3,4,31,31,1,1,1,1,11,0,3,5,60,80,3,3,2,2,2,2,2,4,363326543,1395316472,36.557373,139.887909,6,3,578,9999,9,1
true,41,101,81,1,1,0,30000,0,201,2023,3,27,20,28,22,5,35,17,58,2,1,1,12,7,0,0,0,0,1,9,1,70,4,4,1,45,75,4,61,31,0,1,0,1,0,11,0,2,0,80,0,3,0,2,0,2,0,4,1,363347894,1395237736,36.563304,139.877149,2,3,9999,0,9,0
true,41,101,82,2,0,1,1190,0,201,2023,3,28,15,14,12,5,33,17,59,2,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,65,45,3,36,31,31,1,0,1,0,0,11,4,2,10,20,3,3,2,0,2,0,4,2,363439328,1395213278,36.577591,139.870355,3,3,9999,9999,1,9
true,41,101,83,2,0,2,10020,0,201,2023,3,23,14,58,12,5,41,17,54,3,1,2,7,1,0,0,0,0,4,9,1,70,4,2,21,65,55,4,4,31,31,1,1,1,1,11,11,4,4,10,31,3,3,2,2,2,2,4,2,363253470,1395154947,36.548186,139.865263,5,3,9999,9999,9,9
true,41,101,84,2,0,1,30000,0,201,2023,3,29,11,10,12,5,32,17,59,1,1,1,14,7,0,0,0,0,2,9,1,70,4,2,41,75,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363255993,1395228949,36.548887,139.874708,4,3,0,0,0,0
true,41,101,85,2,0,1,30000,0,201,2023,3,20,16,52,13,5,45,17,52,1,2,1,1,7,9,22,1,21,11,9,30,70,5,4,21,45,65,3,14,31,31,1,11,1,1,11,11,10,10,20,10,3,3,2,2,2,2,2,4,363421104,1395246506,36.572529,139.879585,2,2,9999,9999,9,9
true,41,101,86,2,0,3,10030,0,201,2023,3,26,10,56,12,5,36,17,57,3,2,2,14,7,0,0,0,0,3,9,1,70,1,2,21,65,25,17,4,31,31,11,1,2,1,11,11,5,5,30,10,3,3,2,2,2,2,4,2,363511666,1395106656,36.586574,139.851849,1,3,9999,9999,9,1
true,41,101,87,2,0,1,30000,0,201,2023,3,23,14,45,12,5,41,17,54,3,2,2,1,7,1,21,9,22,11,9,30,70,5,4,21,35,1,3,51,31,41,1,0,1,0,11,0,1,0,40,10,3,3,2,0,2,0,4,2,363435602,1395109140,36.576556,139.852539,5,3,9999,0,5,0
true,41,101,88,2,0,1,30000,0,201,2023,3,9,14,40,12,6,1,17,42,1,1,1,13,7,0,0,0,0,2,3,20,70,5,4,1,65,75,4,61,31,0,1,0,1,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,363320196,1395300668,36.55561,139.883519,5,3,9999,0,9,0
true,41,102,53,2,0,1,30000,0,203,2023,2,6,7,15,11,6,38,17,11,1,3,1,1,7,1,21,9,22,15,9,30,70,5,2,21,25,25,3,3,31,31,1,1,1,1,11,11,10,4,70,10,2,1,2,2,2,2,4,2,362258840,1394528544,36.383011,139.757929,2,3,9999,9999,1,1
true,41,102,54,2,0,1,30000,0,203,2023,3,3,10,55,12,6,9,17,36,1,2,1,1,7,9,22,0,0,11,9,30,70,5,4,41,75,0,52,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,362248486,1394352468,36.380135,139.731241,6,3,0,0,0,0
true,41,102,55,2,0,1,30000,0,203,2023,3,3,14,55,12,6,9,17,36,1,1,1,14,7,0,0,0,0,3,9,1,70,5,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,362352789,1394351208,36.397997,139.730891,6,3,0,0,0,0
true,41,102,56,2,0,1,99000,0,203,2023,3,5,14,50,12,6,7,17,38,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,361319006,1394132924,36.221946,139.692479,1,3,0,0,0,0
true,41,102,57,2,0,1,30000,0,203,2023,2,19,12,54,12,6,25,17,24,2,1,1,14,7,0,0,0,0,3,9,1,70,5,2,21,45,1,4,51,31,41,1,0,1,0,11,0,3,0,0,0,3,3,2,0,2,0,4,2,362338802,1394501542,36.394112,139.750428,1,3,9999,0,1,0
true,41,102,58,2,0,1,10440,0,203,2023,3,4,20,22,22,6,8,17,37,1,3,1,13,7,0,0,0,0,3,6,20,70,4,2,21,25,1,3,3,31,31,1,1,1,1,11,11,3,3,50,50,3,2,2,2,2,2,4,2,362316292,1394633510,36.387859,139.775975,7,3,9999,9999,1,1
true,41,102,59,2,0,1,10310,0,203,2023,3,8,10,21,12,6,2,17,41,1,2,1,14,7,0,0,0,0,4,9,1,70,4,2,41,55,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,362217699,1394450698,36.371583,139.747416,4,3,0,0,0,0
true,41,102,60,2,0,1,10020,0,361,2023,3,8,11,15,12,6,2,17,41,1,3,1,14,7,0,0,0,0,5,9,1,70,1,2,21,75,75,3,3,31,31,1,1,1,1,11,11,10,10,10,30,2,2,2,2,2,2,4,2,362923431,1394940490,36.489842,139.827914,4,3,330,148,9,9
true,41,102,61,2,0,1,10320,0,203,2023,3,5,15,2,12,6,7,17,38,1,3,1,1,7,9,22,9,22,15,9,30,70,5,2,21,45,45,3,31,31,31,1,0,1,0,11,11,10,4,50,40,3,3,2,0,2,0,4,2,362556622,1394043936,36.432395,139.678871,1,3,9999,9999,5,1
true,41,102,62,2,0,1,30000,0,203,2023,3,9,18,35,21,6,1,17,42,1,3,1,14,7,0,0,0,0,2,7,1,70,5,4,41,65,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,362420776,1394252639,36.405771,139.714622,5,3,0,0,0,0
true,41,102,63,2,0,1,99000,0,203,2023,3,10,13,30,12,6,0,17,43,1,1,1,0,7,0,0,0,0,0,0,20,70,0,4,41,55,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,362253746,1394356474,36.381596,139.732354,6,3,0,0,0,0
true,41,102,64,2,0,1,10370,0,203,2023,3,11,15,10,12,5,58,17,44,1,3,1,13,7,0,0,0,0,3,1,1,70,4,4,41,55,0,34,75,31,0,0,0,0,0,11,0,3,0,20,0,3,0,0,0,0,0,2,0,362905748,1394231298,36.48493,139.708694,7,3,9999,0,9,0
true,41,102,65,2,0,3,30000,0,203,2023,2,20,18,20,21,6,23,17,25,1,3,1,1,7,1,21,9,22,14,9,30,70,4,2,21,25,55,3,14,31,31,1,11,1,1,11,11,10,3,50,10,3,3,2,2,2,2,2,2,362023240,1394150813,36.339789,139.697448,2,3,9999,9999,4,9
true,41,102,66,2,0,1,90000,0,203,2023,3,13,7,30,12,5,55,17,45,3,3,2,0,7,0,0,0,0,0,0,20,70,0,4,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,361959740,1394246015,36.333261,139.712782,2,3,0,0,0,0
true,41,102,67,2,0,1,10370,0,203,2023,3,5,11,5,12,6,7,17,38,1,2,1,14,1,0,0,0,0,3,9,1,70,5,2,21,45,65,3,4,31,31,1,1,1,1,11,11,10,10,60,80,3,3,2,2,2,2,2,4,362358182,1394317069,36.399495,139.721408,1,3,9999,9999,1,9
true,41,102,68,2,0,1,500,640,203,2023,3,2,7,58,12,6,11,17,35,2,3,1,1,1,9,22,9,22,18,9,30,70,1,2,21,25,75,3,14,31,31,1,11,1,2,11,11,10,10,26,50,3,3,2,2,1,2,2,4,361808734,1394200716,36.302426,139.700199,5,3,9999,0,5,0
true,41,102,69,2,0,1,10090,0,203,2023,3,10,8,40,12,6,0,17,43,1,3,1,14,1,0,0,0,0,3,9,1,70,4,4,21,25,0,4,0,31,0,1,0,1,0,11,0,1,0,30,0,3,0,2,0,2,0,2,0,361419714,1393904390,36.238809,139.651219,6,3,9999,0,1,0
true,41,102,70,2,0,1,30000,0,203,2023,3,17,9,0,12,5,50,17,49,2,2,1,14,7,0,0,0,0,3,9,1,70,5,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,362357221,1394310160,36.399228,139.719489,6,3,0,0,0,0
true,41,102,71,2,0,2,10020,0,361,2023,3,17,12,40,12,5,50,17,49,1,2,1,1,1,9,22,9,22,18,9,30,70,1,2,21,75,45,3,13,31,31,1,11,1,1,11,11,10,10,80,10,1,2,1,1,2,2,2,2,362605896,1394806880,36.434971,139.801911,6,3,289,9999,9,1
true,41,102,72,2,0,2,30000,0,203,2023,3,10,18,57,22,6,0,17,43,1,1,1,14,7,0,0,0,0,3,9,20,70,4,2,21,55,25,13,4,31,31,11,1,1,1,11,11,3,3,20,15,3,2,2,2,2,2,2,4,362338083,1394442612,36.393912,139.74517,6,3,9999,9999,9,1
true,41,102,73,2,0,1,22520,0,203,2023,3,13,7,48,12,5,55,17,45,2,2,1,14,7,0,0,0,0,3,9,1,70,2,2,21,35,25,3,4,31,31,1,1,1,1,11,11,4,4,30,10,3,3,2,2,2,2,2,4,362000859,1394251869,36.333572,139.714408,2,3,9999,9999,1,1
true,41,102,74,2,0,1,23090,0,203,2023,3,16,18,10,21,5,51,17,48,1,1,1,14,7,0,0,0,0,4,8,20,70,4,4,21,75,55,3,3,31,31,1,1,1,1,11,11,4,4,10,31,3,3,2,2,2,2,4,2,362339710,1394423363,36.394364,139.739823,5,3,590,9999,9,9
true,41,102,75,2,0,1,30000,0,361,2023,3,9,8,15,12,6,1,17,42,1,2,1,1,7,1,21,0,0,14,9,30,70,1,2,1,75,45,3,61,31,0,1,0,1,0,11,0,2,0,80,0,3,0,2,0,2,0,4,2,362815272,1394933391,36.470909,139.825942,5,3,9999,0,9,0
true,41,102,76,2,0,2,21740,0,203,2023,3,22,7,10,12,5,42,17,53,1,3,1,14,7,0,0,0,0,3,9,1,70,5,2,21,25,55,3,4,31,31,1,1,1,1,11,11,4,4,10,13,3,2,2,2,2,2,4,2,361556930,1394303220,36.265814,139.717561,4,3,9999,9999,5,9
true,41,102,77,2,0,1,30000,0,203,2023,3,8,7,45,12,6,2,17,41,1,3,1,1,7,1,21,9,22,11,9,30,70,5,1,21,65,25,3,3,31,31,1,1,1,1,11,11,10,2,50,80,2,2,2,2,2,2,4,2,362249879,1394319744,36.380522,139.722151,4,3,9999,9999,9,1
true,41,102,78,2,0,1,10030,0,203,2023,3,21,14,54,12,5,44,17,53,2,1,1,14,7,0,0,0,0,3,9,1,70,5,2,21,65,55,3,4,31,31,1,1,1,1,11,11,3,3,10,0,3,3,2,2,2,2,4,2,362323435,1394410075,36.389843,139.736132,3,1,9999,9999,9,9
true,41,102,79,2,0,1,10320,0,203,2023,3,19,18,55,22,5,47,17,51,1,1,1,14,7,0,0,0,0,1,9,1,70,5,2,21,25,25,3,3,31,31,1,1,1,1,11,11,3,3,80,20,3,3,2,2,2,2,4,2,362324702,1394407627,36.390195,139.735452,1,3,9999,9999,1,1
true,41,102,80,2,0,2,23110,0,203,2023,3,27,8,5,12,5,35,17,58,1,3,1,14,7,0,0,0,0,3,9,1,70,5,2,21,55,45,2,4,31,31,1,1,1,1,11,11,4,4,80,30,3,2,2,2,2,2,4,2,362011134,1394342377,36.336426,139.728438,2,3,9999,9999,9,2
true,41,102,81,2,0,2,10020,0,361,2023,3,26,15,30,12,5,36,17,57,3,2,2,14,7,0,0,0,0,3,9,1,70,4,2,21,35,25,4,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,362553895,1394744846,36.431638,139.795791,1,3,9999,9999,1,5
true,41,102,82,2,0,2,500,569,203,2023,3,19,7,22,12,5,47,17,51,1,2,1,1,1,9,22,9,22,14,9,30,70,1,2,21,65,25,3,4,31,31,1,1,1,1,11,11,10,10,10,80,2,2,1,1,1,2,2,2,361759233,1393755862,36.299787,139.632184,1,3,9999,9999,9,1
true,41,102,83,2,0,1,23090,0,203,2023,3,22,18,43,21,5,42,17,53,1,1,1,1,1,9,22,9,22,19,9,30,70,1,2,21,55,65,4,51,31,41,1,0,1,0,1,0,1,0,80,20,3,3,2,0,2,0,4,2,362335394,1394330886,36.393165,139.725246,4,3,9999,0,9,0
true,41,102,84,2,0,1,95000,0,203,2023,3,30,10,5,12,5,30,18,0,1,2,1,14,7,0,0,0,0,1,9,20,70,5,4,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,362246704,1394332383,36.37964,139.725662,5,3,0,0,0,0
true,41,103,46,2,0,1,30000,0,202,2023,2,22,10,9,12,6,21,17,27,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,21,35,65,3,4,31,31,1,1,1,1,11,11,10,10,30,30,3,3,2,2,2,2,2,4,361722844,1393047466,36.289679,139.513185,4,2,9999,9999,1,9
true,41,103,47,2,0,1,21280,0,202,2023,2,25,6,15,23,6,17,17,30,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,35,65,3,36,31,31,1,0,1,0,11,11,3,10,80,10,3,3,2,0,2,0,4,2,361808230,1392747700,36.302286,139.46325,7,3,9999,9999,5,9
true,41,103,48,2,0,1,21520,0,202,2023,3,4,21,35,22,6,8,17,37,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,1,75,4,51,31,41,1,0,1,0,11,0,3,0,80,30,3,2,2,0,2,0,4,2,361840979,1392709979,36.311383,139.452772,7,3,9999,0,5,0
true,41,103,49,2,0,1,20000,0,202,2023,3,3,18,55,22,6,9,17,36,1,3,1,14,7,0,0,0,0,3,8,1,70,4,2,21,25,55,3,3,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,362038879,1392420376,36.344133,139.40566,6,3,0,9999,0,5
true,41,103,50,2,0,1,30000,0,202,2022,11,25,13,45,12,6,28,16,27,1,1,1,1,7,9,22,1,21,15,9,30,70,4,2,21,65,45,3,4,31,31,1,1,1,1,11,11,2,2,20,80,3,3,2,2,2,2,2,4,361926692,1392927420,36.324081,139.49095,6,3,9999,9999,9,9
