資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,天候,地形,路面状態,道路形状,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,地点　緯度（北緯）_1,地点　経度（東経）_1,曜日(発生年月日),祝日(発生年月日),認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）
true,41,110,64,2,0,1,30000,0,206,2023,9,21,11,5,12,5,27,17,40,2,2,2,14,7,0,0,0,0,3,9,1,70,2,2,21,75,75,4,14,31,31,1,11,2,2,11,11,10,10,80,40,3,2,2,2,2,2,4,2,364320122,1394303529,36.722256,139.717647,5,3,443,597,9,9
true,41,110,65,2,0,1,1190,0,206,2023,8,22,12,0,12,5,3,18,24,1,3,1,1,1,9,22,9,22,15,9,30,70,5,2,21,65,1,4,51,31,41,1,0,1,0,11,0,10,0,50,40,3,3,2,0,2,0,4,2,364127733,1394540536,36.691037,139.76126,3,3,9999,0,9,0
true,41,110,66,2,0,2,30000,0,206,2023,9,13,11,5,12,5,20,17,52,1,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,1,65,3,4,31,31,1,1,1,1,11,11,10,10,70,20,3,3,2,2,2,2,4,2,364923779,1394243808,36.823272,139.712169,4,3,9999,9999,1,9
true,41,110,67,2,0,7,1210,0,206,2023,9,24,9,9,12,5,29,17,36,1,3,1,14,7,0,0,0,0,5,9,1,70,4,2,21,65,65,4,4,31,31,1,1,1,1,11,11,10,10,10,31,2,2,2,2,2,2,4,2,364527169,1394258316,36.757547,139.716199,1,3,9999,9999,9,9
true,41,110,68,2,0,2,1210,0,206,2023,9,25,15,31,12,5,30,17,34,1,3,1,1,1,9,22,9,22,14,9,30,70,4,1,21,55,75,4,4,31,31,1,1,1,1,11,11,3,10,20,10,2,3,2,2,2,2,4,2,363901548,1394320690,36.65043,139.722414,2,3,9999,880,9,9
true,41,110,69,2,0,1,1210,0,206,2023,8,12,23,12,22,4,55,18,36,2,2,2,14,7,0,0,0,0,4,9,1,70,4,2,21,35,55,3,4,31,31,1,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,4,364627631,1394237951,36.774342,139.710542,7,3,9999,9999,1,9
true,41,110,70,2,0,1,1210,0,206,2023,8,9,7,9,12,4,52,18,39,3,3,2,1,7,1,21,9,22,18,9,30,70,4,2,21,65,45,3,3,31,31,1,1,1,1,11,11,10,10,10,41,3,3,2,1,2,2,4,2,364627192,1394238344,36.77422,139.710651,4,3,9999,9999,9,1
true,41,111,156,2,0,1,30000,0,213,2023,9,1,7,35,12,5,11,18,10,1,2,1,1,1,8,21,0,0,15,9,30,70,4,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,365312894,1395931826,36.886915,139.992174,6,3,0,0,0,0
true,41,111,157,2,0,1,40,1639,213,2023,9,1,7,41,12,5,11,18,10,1,3,1,1,7,1,22,9,22,18,9,30,70,1,2,21,65,45,3,4,31,31,1,1,1,1,11,11,10,10,10,40,3,3,2,2,2,1,4,2,365753546,1400404221,36.964874,140.067839,6,3,9999,9999,9,1
true,41,111,158,2,0,2,10210,0,407,2023,8,19,11,55,12,5,1,18,27,1,3,1,13,7,0,0,0,0,3,3,1,70,4,2,21,75,35,3,3,31,31,1,1,1,1,11,11,4,5,50,50,3,3,2,2,2,2,4,2,370313219,1400252512,37.053672,140.04792,7,3,9999,9999,1,1
true,41,111,159,2,0,1,10530,0,213,2023,8,25,19,0,21,5,5,18,20,1,3,1,1,1,8,21,8,21,15,9,30,70,5,2,21,55,1,3,4,31,31,1,1,1,1,11,11,10,10,40,10,3,3,2,1,2,2,4,2,365914656,1395713535,36.987404,139.95376,6,3,9999,9999,9,1
true,41,111,160,2,0,2,30000,0,213,2023,9,5,18,22,21,5,14,18,4,3,2,2,7,7,0,0,0,0,2,9,1,70,5,2,21,65,1,3,4,31,31,1,1,1,1,11,11,4,4,30,10,2,2,2,1,2,2,2,4,365336506,1395834064,36.893474,139.976129,3,3,9999,9999,9,1
true,41,111,161,2,0,1,30000,0,213,2023,9,7,18,8,21,5,16,18,1,1,3,1,14,7,0,0,0,0,2,9,1,70,5,4,21,25,55,4,51,31,41,1,0,1,0,11,0,3,0,10,30,2,1,2,0,2,0,4,2,365733851,1400344165,36.959403,140.062268,5,3,9999,0,5,0
true,41,111,162,2,0,1,99000,0,407,2023,9,10,7,0,12,5,18,17,57,3,3,2,0,7,0,0,0,0,0,0,20,70,0,4,41,45,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,2,0,370107273,1400639218,37.018687,140.110894,1,3,0,0,0,0
true,41,111,163,2,0,1,30000,0,407,2023,9,10,12,0,12,5,18,17,57,1,3,2,13,7,0,0,0,0,2,3,1,70,5,4,41,55,0,51,76,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,365828646,1400922576,36.974624,140.156271,1,3,0,0,0,0
true,41,111,164,2,0,1,30000,0,407,2023,9,10,13,30,12,5,18,17,57,1,3,2,13,7,0,0,0,0,2,3,1,70,5,4,41,45,0,51,76,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,365828693,1400922615,36.974637,140.156282,1,3,0,0,0,0
true,41,111,165,2,0,2,30000,0,407,2023,9,11,10,25,12,5,19,17,55,1,3,1,7,7,0,0,0,0,2,7,1,70,5,3,21,45,25,3,3,31,31,1,1,1,1,11,11,10,10,30,10,3,3,2,2,2,2,4,2,370445923,1400010804,37.079423,140.003001,2,3,9999,9999,1,5
true,41,111,166,2,0,1,10530,0,213,2023,9,9,23,37,22,5,17,17,58,1,2,1,1,1,9,22,9,22,18,9,30,70,4,2,21,55,45,3,3,31,31,1,1,1,1,11,11,10,3,80,50,2,2,1,1,2,2,4,2,365546204,1400054101,36.929501,140.015028,7,3,9999,9999,9,1
true,41,111,167,2,0,1,40,1521,213,2023,9,12,18,20,21,5,20,17,54,1,1,1,1,7,9,22,0,0,14,9,30,70,4,2,1,45,75,3,61,31,0,1,0,1,0,11,0,4,0,10,0,3,0,2,0,2,0,4,2,365333958,1395843874,36.892766,139.978854,3,3,9999,0,9,0
true,41,111,168,2,0,1,40,1570,213,2023,9,10,21,40,22,5,18,17,57,2,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,1,1,4,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,365535431,1400105524,36.926509,140.018201,1,3,9999,9999,1,5
true,41,111,169,2,0,1,30000,0,213,2023,9,12,18,22,21,5,20,17,54,1,3,1,14,7,0,0,0,0,3,9,1,70,5,4,21,35,1,17,3,1,31,11,1,2,1,11,11,10,5,30,10,3,2,2,1,2,2,2,4,365719476,1400016556,36.95541,140.004599,3,3,9999,9999,1,1
true,41,111,170,2,0,1,20000,0,407,2023,9,19,14,40,12,5,25,17,43,1,3,1,14,7,0,0,0,0,3,7,20,70,4,2,41,65,0,14,75,31,0,11,0,1,0,11,0,10,0,10,0,1,0,1,0,2,0,2,0,365904495,1400906487,36.984582,140.151802,3,3,9999,0,9,0
true,41,111,171,2,0,2,4000,0,213,2023,9,22,10,2,12,5,28,17,39,2,3,1,1,1,9,22,0,0,18,9,30,70,1,2,1,35,35,3,61,31,0,1,0,1,0,11,0,4,0,80,0,3,0,2,0,2,0,4,2,365235443,1395902659,36.876512,139.984072,6,2,9999,0,1,0
true,41,111,172,2,0,1,30000,0,213,2023,9,23,9,40,12,5,28,17,37,2,2,1,1,7,9,22,0,0,14,9,30,70,5,2,1,45,75,3,61,31,0,1,0,1,0,11,0,4,0,50,0,3,0,2,0,2,0,4,2,365257259,1395924842,36.882572,139.990234,7,1,9999,0,1,0
true,41,111,173,1,1,0,30000,0,213,2023,9,26,7,15,12,5,31,17,33,1,3,1,14,7,0,0,0,0,3,9,1,70,4,3,41,75,0,14,75,31,0,11,0,2,0,11,0,4,0,80,0,1,0,1,0,2,0,4,0,365605399,1400227316,36.934833,140.040921,3,3,594,0,9,0
true,41,111,174,2,0,1,20000,0,213,2023,8,28,13,12,12,5,8,18,15,1,3,1,14,1,0,0,0,0,1,9,1,70,5,2,21,55,35,4,33,31,31,1,0,1,0,11,11,4,4,80,30,3,3,2,0,2,0,4,2,365938332,1395941392,36.993981,139.994831,2,3,9999,9999,9,5
true,41,111,175,2,0,4,40,1804,407,2023,9,28,14,37,12,5,32,17,30,2,3,1,14,7,0,0,0,0,4,9,1,70,5,2,21,1,35,3,4,31,31,1,1,1,1,11,11,5,5,10,31,2,2,2,1,2,2,4,2,370535153,1400759570,37.093098,140.133214,5,3,9999,9999,1,1
true,41,111,176,2,0,1,30000,0,407,2023,9,30,5,22,23,5,34,17,27,3,3,2,12,7,0,0,0,0,2,9,1,70,5,4,41,65,0,35,76,31,0,0,0,0,0,11,0,10,0,20,0,3,0,0,0,0,0,2,0,365924220,1400928818,36.990061,140.158005,7,3,9999,0,9,0
true,41,112,97,2,0,1,10470,0,301,2023,8,25,13,40,12,5,5,18,20,1,3,1,14,7,0,0,0,0,5,9,1,70,1,2,21,45,75,13,14,31,31,11,11,1,2,0,0,10,10,40,10,1,1,2,2,2,2,2,4,362544476,1395422925,36.429021,139.906368,6,3,9999,1044,1,9
true,41,112,98,2,0,1,30000,0,301,2023,9,5,20,30,22,5,14,18,4,2,3,1,1,7,9,22,9,22,14,9,30,70,5,4,21,35,1,3,51,31,41,1,0,1,0,0,0,10,0,10,10,3,2,2,0,2,0,4,2,362833601,1395457010,36.476,139.915836,3,3,9999,0,1,0
true,41,112,99,2,0,2,99000,0,216,2023,8,28,7,32,12,5,8,18,15,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,21,65,35,11,11,1,1,11,11,2,2,11,11,10,10,60,40,3,3,2,2,2,2,4,2,362709644,1395157877,36.452679,139.866077,2,3,9999,9999,9,1
true,41,112,100,2,0,1,99000,0,216,2023,9,7,13,46,12,5,16,18,1,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,1,75,45,3,61,31,0,1,0,1,0,1,0,10,0,60,0,3,0,2,0,2,0,4,2,362352899,1395133065,36.398028,139.859185,5,3,933,0,9,0
true,41,112,101,2,0,1,20000,0,216,2023,9,10,18,38,21,5,18,17,57,1,3,1,1,7,9,22,0,0,14,9,30,70,4,2,1,55,75,4,61,31,0,1,0,1,0,11,0,4,0,80,0,3,0,2,0,2,0,4,2,362321816,1395214765,36.389393,139.870768,1,3,9999,0,9,0
true,41,112,102,2,0,1,30000,0,216,2023,9,11,9,45,12,5,19,17,55,1,3,1,1,7,9,22,9,22,14,9,30,70,5,2,21,75,75,4,51,31,41,1,0,1,0,11,0,10,0,10,30,3,3,2,0,2,0,4,2,362718140,1395017344,36.455039,139.838151,2,3,459,0,9,0
true,41,112,103,2,0,1,10710,0,301,2023,5,29,7,22,12,4,25,18,51,1,3,2,1,2,1,21,9,22,14,9,30,70,4,2,21,35,1,3,14,31,31,1,11,1,1,11,11,3,4,18,15,3,3,2,2,2,2,4,2,362644603,1395306857,36.445723,139.885238,2,3,9999,9999,1,5
true,41,112,104,2,0,1,41,813,216,2023,8,17,22,28,22,4,59,18,30,1,3,1,14,7,0,0,0,0,4,9,1,70,1,3,21,1,45,3,31,31,31,1,0,1,0,11,11,10,10,10,30,2,2,2,0,2,0,4,2,362145925,1395139622,36.362757,139.861006,5,3,9999,9999,1,9
true,41,112,105,2,0,1,23100,0,216,2023,9,13,16,36,12,5,20,17,52,1,3,1,1,1,9,22,9,22,11,9,30,70,5,2,21,1,75,4,51,31,41,1,0,1,0,11,0,1,0,0,0,3,3,2,0,2,0,4,2,362352156,1395116463,36.397821,139.854573,4,3,9999,0,1,0
true,41,112,106,2,0,1,3520,0,301,2023,8,11,14,44,12,4,54,18,37,1,2,1,14,1,0,0,0,0,5,9,1,70,1,2,21,45,25,3,4,31,31,1,1,1,1,11,11,4,4,30,10,3,3,2,2,2,2,2,4,362545037,1395424217,36.429177,139.906727,6,1,9999,9999,9,1
true,41,112,107,2,0,2,30000,0,216,2023,8,19,17,39,13,5,1,18,27,1,3,2,14,8,0,0,0,0,1,9,1,70,5,4,21,35,35,3,3,31,31,1,1,1,1,11,11,3,1,0,0,1,1,2,2,2,2,4,2,362557014,1395148218,36.432504,139.863394,7,3,9999,9999,1,5
true,41,112,108,2,0,2,30000,0,216,2023,9,7,14,43,12,5,16,18,1,1,3,1,1,1,9,22,9,22,15,9,30,70,5,2,21,65,45,3,13,31,31,1,11,1,1,1,1,10,4,10,40,2,2,1,2,2,2,4,2,362256705,1395020839,36.382418,139.839122,5,3,9999,9999,9,1
true,41,112,109,2,0,1,30000,0,216,2023,9,28,11,10,12,5,32,17,30,1,3,1,7,7,0,0,0,0,1,9,1,70,5,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,362316886,1395142912,36.388024,139.86192,5,3,0,0,0,0
true,41,113,90,2,0,2,2930,0,214,2023,9,4,8,11,12,5,13,18,5,3,3,2,13,2,0,0,0,0,1,2,1,70,5,2,21,25,55,3,4,31,31,1,1,1,1,11,11,4,4,55,57,2,2,1,1,2,2,4,2,364301978,1400226603,36.717216,140.040723,2,3,9999,9999,1,9
true,41,113,91,2,0,2,2930,0,214,2023,9,3,13,53,12,5,13,18,7,1,3,1,12,7,0,0,0,0,3,9,1,70,4,2,21,35,45,3,3,31,1,1,1,1,1,11,11,4,4,80,70,3,2,2,2,2,2,4,2,364301308,1400159434,36.71703,140.033176,1,3,9999,9999,5,5
true,41,113,92,2,0,1,10250,0,214,2023,9,5,6,52,12,5,14,18,4,1,3,1,1,7,9,22,9,22,11,9,30,70,5,4,21,1,25,4,4,31,31,1,1,1,1,11,11,10,10,10,20,2,3,1,1,1,1,4,2,364334075,1400303607,36.726132,140.051002,3,3,9999,9999,5,5
true,41,113,93,2,0,3,10100,0,386,2023,9,9,21,55,22,5,17,17,58,2,3,1,14,7,0,0,0,0,1,9,1,70,1,2,21,1,1,3,4,31,31,1,1,1,1,11,11,5,5,85,15,1,1,1,1,1,1,2,2,363829044,1400004432,36.641401,140.001231,7,3,9999,9999,1,5
true,41,113,94,2,0,2,20000,0,214,2023,9,15,15,45,12,5,22,17,49,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,65,55,3,4,31,31,1,1,1,1,11,11,3,3,10,10,1,1,1,1,1,2,2,4,364104628,1395819013,36.684619,139.971948,6,3,9999,9999,9,9
true,41,113,95,2,0,1,30000,0,214,2023,9,16,1,26,22,5,23,17,48,3,3,2,1,7,9,22,0,0,14,9,30,70,5,4,21,25,0,3,0,31,0,1,0,1,0,11,0,10,0,70,0,3,0,2,0,2,0,2,0,364525891,1400404109,36.757192,140.067808,7,3,9999,0,5,0
true,41,113,96,2,0,1,10100,0,386,2023,9,19,12,10,12,5,25,17,43,1,3,1,14,7,0,0,0,0,1,9,1,70,1,2,21,45,65,13,4,31,31,11,1,1,1,11,11,5,5,30,10,3,3,2,2,2,2,2,4,363912589,1400200884,36.653497,140.033579,3,3,9999,9999,1,9
true,41,113,97,2,0,1,30000,0,214,2023,7,13,7,55,12,4,32,19,0,1,3,1,1,7,9,22,9,22,14,9,30,70,5,4,21,45,65,3,14,31,31,1,11,1,2,11,11,10,10,20,80,3,3,2,2,2,2,2,4,364202189,1395753370,36.700608,139.964825,5,3,9999,9999,1,9
true,41,113,98,2,0,1,30000,0,386,2023,9,16,14,40,12,5,23,17,48,1,2,1,14,7,0,0,0,0,2,9,1,70,5,4,21,45,65,3,14,31,31,1,11,1,1,11,11,5,5,50,70,3,3,2,2,2,2,2,4,363754235,1395904913,36.631732,139.984698,7,3,9999,9999,1,1
true,41,113,99,2,0,1,10640,0,386,2023,9,29,7,53,12,5,33,17,28,1,3,1,14,7,0,0,0,0,3,9,1,70,4,3,21,25,55,3,3,31,31,1,1,1,1,11,11,10,10,80,60,2,2,2,1,2,2,4,2,363529616,1400058648,36.59156,140.016291,6,3,9999,9999,1,9
true,41,113,100,2,0,1,10100,0,386,2023,9,30,12,0,12,5,34,17,27,1,2,1,14,7,0,0,0,0,5,8,1,70,1,2,41,65,0,4,75,31,0,1,0,1,0,11,0,10,0,80,0,1,0,2,0,2,0,2,0,363649662,1395902332,36.613795,139.983981,7,3,9999,0,1,0
true,41,114,65,2,0,2,10300,0,211,2023,8,29,11,28,12,5,9,18,14,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,1,45,3,14,31,1,1,11,1,1,11,11,4,4,30,10,3,3,2,2,2,2,2,4,364458358,1395659773,36.749544,139.949937,3,3,0,9999,0,9
true,41,114,66,2,0,1,30000,0,211,2023,9,16,7,51,12,5,23,17,48,2,3,1,14,7,0,0,0,0,3,9,20,70,5,4,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,364413290,1395622492,36.737025,139.939581,7,3,0,0,0,0
true,41,114,67,2,0,1,40,1416,211,2023,9,16,13,51,12,5,23,17,48,1,3,1,14,7,0,0,0,0,2,9,1,70,5,2,21,45,45,3,34,31,31,1,0,1,0,11,11,4,4,84,12,3,3,2,0,2,0,4,2,364937628,1395651961,36.827119,139.947767,7,3,9999,9999,1,1
true,41,114,68,2,0,1,30000,0,384,2023,9,18,17,50,21,5,24,17,45,2,3,1,1,7,1,22,9,22,15,9,30,70,4,4,21,75,45,3,34,31,31,1,0,1,0,11,11,10,4,0,40,4,3,2,0,2,0,4,2,364520642,1394911953,36.755734,139.819987,2,1,325,9999,9,9
true,41,114,69,2,0,1,40,1377,211,2023,9,18,19,5,22,5,24,17,45,2,3,1,14,7,0,0,0,0,4,9,1,70,4,2,21,65,35,12,3,1,31,11,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,364720576,1395649290,36.789049,139.947025,2,1,9999,9999,9,1
true,41,114,70,2,0,1,30000,0,211,2023,9,28,10,23,12,5,32,17,30,1,2,1,1,7,1,21,9,22,15,9,30,70,5,4,21,45,45,3,3,31,31,1,1,1,1,11,11,10,10,61,10,3,3,2,1,2,1,4,2,364829401,1395607678,36.808167,139.935466,5,3,9999,9999,1,5
true,41,114,71,2,0,1,4610,0,384,2023,9,19,7,44,12,5,25,17,43,1,3,1,1,7,9,22,9,22,14,9,30,70,4,2,21,55,1,3,36,31,31,1,0,1,0,11,11,4,10,80,30,3,3,2,0,2,0,4,2,364603918,1395015302,36.767755,139.837584,3,3,9999,9999,9,5
true,41,114,72,2,0,1,10620,0,384,2023,9,29,17,23,13,5,33,17,28,2,3,1,1,1,9,22,9,22,15,9,30,70,4,2,21,45,1,3,34,31,31,1,0,1,0,11,11,4,4,80,10,3,3,2,0,2,0,4,2,364411270,1395247734,36.736464,139.879926,6,3,9999,9999,1,1
true,41,115,26,2,0,1,99000,0,215,2023,9,14,18,35,21,5,21,17,51,1,2,1,0,7,0,0,0,0,0,0,20,70,0,4,21,25,25,3,3,31,31,1,1,1,1,11,11,10,10,60,80,3,3,2,2,2,2,4,2,363914238,1400950040,36.653955,140.1639,5,3,9999,9999,5,5
true,41,116,18,2,0,1,20000,0,344,2023,9,2,13,39,12,5,12,18,8,1,3,1,1,7,2,21,9,22,15,9,30,70,4,2,21,55,65,3,4,31,31,1,1,1,1,11,11,10,10,10,40,3,2,2,2,2,2,4,2,363404832,1400638149,36.568009,140.110597,7,3,9999,9999,9,9
true,41,119,11,2,0,1,20000,0,411,2023,9,2,14,30,12,5,12,18,8,1,3,1,14,1,0,0,0,0,3,9,1,70,4,2,21,45,65,3,14,31,31,1,11,1,1,11,11,10,10,80,50,2,2,2,1,2,2,4,2,364517780,1400731642,36.754939,140.125456,7,3,9999,9999,9,9
true,41,119,12,2,0,2,10520,0,411,2023,9,6,16,55,12,5,15,18,3,3,3,2,1,1,9,22,9,22,15,9,30,70,4,2,21,25,65,3,4,31,31,1,1,1,1,11,11,3,3,41,10,1,2,1,1,2,2,2,4,364544424,1400738863,36.76234,140.127462,4,3,9999,9999,5,9
true,41,119,13,2,0,1,30000,0,411,2023,9,19,14,40,12,5,25,17,43,2,3,1,14,7,0,0,0,0,2,9,1,70,4,4,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,364709254,1400625722,36.785904,140.107145,3,3,0,0,0,0
true,41,122,298,2,0,1,30000,0,201,2023,9,1,14,50,12,5,11,18,10,1,3,1,14,7,0,0,0,0,3,8,1,70,5,2,41,75,0,51,75,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,363451395,1395616192,36.580943,139.937831,6,3,0,0,0,0
true,41,122,299,2,0,1,30000,0,201,2023,9,3,9,57,12,5,13,18,7,1,3,1,1,7,9,22,9,22,14,9,30,70,5,2,21,45,75,34,51,31,41,0,0,0,0,11,0,10,0,10,40,3,3,0,0,0,0,4,2,363359148,1395912538,36.56643,139.986816,1,3,9999,0,9,0
true,41,122,300,2,0,1,10640,0,201,2023,9,3,17,30,13,5,13,18,7,1,3,1,1,7,9,22,9,22,15,8,30,70,4,2,21,65,1,4,51,31,41,1,0,1,0,11,0,5,0,80,20,2,3,2,0,2,0,4,2,363456618,1395753996,36.582394,139.964999,1,3,9999,0,1,0
true,41,122,301,2,0,1,30000,0,201,2023,8,25,6,43,12,5,5,18,20,1,3,1,1,7,9,22,9,22,11,3,30,70,5,4,21,65,1,4,51,31,41,1,0,2,0,11,0,10,0,10,40,3,3,2,0,2,0,4,2,363127800,1395927949,36.524389,139.991097,6,3,9999,0,9,0
true,41,122,302,2,0,1,30000,0,201,2023,8,30,17,12,12,5,9,18,13,1,3,1,1,7,9,22,9,22,11,6,30,70,4,2,21,65,35,17,4,31,31,11,1,2,1,11,11,2,2,0,20,3,3,2,2,2,2,4,2,364035594,1395354424,36.676554,139.898451,4,3,9999,9999,9,1
true,41,122,303,2,0,2,21250,0,201,2023,9,5,8,51,12,5,14,18,4,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,75,25,11,3,31,31,11,1,2,1,11,11,4,4,10,10,2,1,2,1,2,2,2,4,363531002,1395502525,36.591945,139.917368,3,3,9999,9999,9,1
true,41,122,304,2,0,3,4080,0,201,2023,8,14,17,47,13,4,56,18,34,2,3,2,7,1,0,0,0,0,3,9,1,70,4,4,21,25,35,3,3,31,31,1,1,2,1,11,11,10,10,10,20,2,2,2,2,2,1,4,2,363449424,1395903004,36.580396,139.984168,2,3,9999,9999,1,1
true,41,122,305,2,0,1,30000,0,201,2023,8,30,14,47,12,5,9,18,13,1,3,1,1,7,9,22,9,22,11,3,30,70,5,3,21,55,25,4,51,31,41,1,0,1,0,11,0,2,0,20,10,3,3,2,0,2,0,4,2,363344568,1395917801,36.56238,139.988278,4,3,9999,0,4,0
true,41,122,306,2,0,1,30000,0,201,2023,8,25,20,23,22,5,5,18,20,1,1,1,14,7,0,0,0,0,3,9,1,70,5,4,1,35,25,3,61,31,0,1,0,1,0,11,0,3,0,50,0,3,0,2,0,2,0,4,2,363324569,1395402344,36.556825,139.900651,6,3,9999,0,9,0
true,41,122,307,2,0,1,10010,0,201,2023,9,7,17,25,13,5,16,18,1,2,2,1,14,7,0,0,0,0,3,9,1,70,5,2,21,45,25,3,51,31,41,1,0,1,0,11,0,10,0,10,20,3,3,2,0,2,0,4,2,363311347,1395407405,36.553152,139.902057,5,3,9999,0,5,0
true,41,122,308,2,0,1,1230,0,201,2023,8,19,8,16,12,5,1,18,27,1,1,1,1,1,9,22,9,22,15,9,30,70,5,2,21,1,1,3,4,31,31,1,1,1,1,11,11,4,4,20,55,2,2,2,2,2,2,4,2,363258096,1395517602,36.549471,139.921556,7,3,9999,9999,1,1
true,41,122,309,2,0,1,30000,0,201,2023,8,30,8,43,12,5,9,18,13,1,2,1,14,7,0,0,0,0,2,9,1,70,5,3,21,25,35,3,4,31,31,1,1,1,1,11,11,10,10,30,40,3,3,2,2,2,2,4,2,363200604,1395506870,36.533501,139.918575,4,3,9999,9999,1,1
true,41,122,310,2,0,1,10640,0,201,2023,9,9,19,35,22,5,17,17,58,2,1,2,1,1,9,22,9,22,19,9,30,70,1,1,21,25,25,3,36,31,31,1,0,1,0,11,11,10,10,20,10,3,2,2,0,2,0,4,2,363400955,1395859902,36.566932,139.983306,7,3,9999,9999,1,5
true,41,122,311,2,0,1,10640,0,201,2023,8,20,15,35,12,5,1,18,26,3,1,2,1,1,9,22,9,22,18,9,30,70,4,2,21,65,45,3,3,31,31,1,1,1,1,11,11,4,4,50,80,3,3,2,2,2,2,4,2,363349147,1395348296,36.563652,139.896749,1,3,9999,9999,9,1
true,41,122,312,2,0,1,30000,0,201,2023,8,24,6,53,12,5,5,18,21,1,2,1,1,7,9,22,9,22,11,9,30,70,5,3,21,45,55,3,35,31,31,1,0,1,0,1,11,10,10,80,10,3,3,2,0,1,0,4,2,363314191,1395518898,36.553942,139.921916,5,3,9999,9999,9,1
true,41,122,313,2,0,1,40,1060,201,2023,8,30,8,5,12,5,9,18,13,1,1,1,1,7,9,22,9,22,14,9,30,70,5,2,21,45,45,3,36,31,31,1,0,1,0,11,11,4,2,41,10,3,3,2,0,2,0,4,2,363240769,1395341392,36.544658,139.894831,4,3,9999,9999,1,9
true,41,122,314,2,0,1,30000,0,201,2023,9,12,20,7,22,5,20,17,54,2,2,1,1,1,9,22,9,22,18,9,30,70,1,2,21,55,35,3,3,31,31,1,1,1,1,11,11,5,5,10,10,1,1,1,1,1,1,4,2,363324692,1395627960,36.556859,139.9411,3,3,9999,9999,9,5
true,41,122,315,2,0,1,30000,0,201,2023,9,4,15,49,12,5,13,18,5,3,2,2,1,1,9,22,0,0,15,9,30,70,5,2,1,45,55,13,61,31,0,11,0,1,0,1,0,10,0,50,0,3,0,2,0,1,0,4,2,363417299,1395631625,36.571472,139.942118,2,3,9999,0,1,0
true,41,122,316,2,0,1,30000,0,201,2023,8,31,12,5,12,5,10,18,11,1,1,1,14,7,0,0,0,0,2,9,1,70,5,3,21,45,35,3,3,31,31,1,1,1,1,11,11,3,3,10,0,3,3,2,2,2,2,4,2,363320995,1395427698,36.555832,139.907694,5,3,9999,9999,1,5
true,41,122,317,2,0,1,30000,0,201,2023,9,19,9,28,12,5,25,17,43,1,2,1,1,7,1,22,9,22,14,9,30,70,5,3,21,55,45,3,14,1,31,1,11,1,1,0,11,10,3,80,50,2,2,2,2,2,2,4,2,363354616,1395625901,36.565171,139.940528,3,3,9999,9999,9,9
